"Purchase_Amount","Time_Spent_on_Website","Number_of_products_browsed","Pictures","Shipping_Time","Review_rating","Find_website","Ease_of_purchase","Age","Device"
861.66,1546,37,1.6,2.59,3.7,"Social_Media_Advertisement",4,43,"PC"
658.88,964,22,3.6,1.22,4.1,"Social_Media_Advertisement",4,41,"PC"
589.21,753,18,4.2,2.21,3.3,"Social_Media_Advertisement",4,48,"PC"
621.88,1045,25,2.6,2.25,3.3,"Search_Engine",NA,50,"PC"
645.56,1007,26,2,4.42,4.2,"Friends_or_Family",4,44,"PC"
636.08,1276,27,3.1,3.15,3.5,"Social_Media_Advertisement",NA,57,"PC"
357.21,-999,-999,4.1,3.33,4.6,"Other",4,22,"PC"
691.14,912,21,2.3,2.25,4,"Social_Media_Advertisement",4,45,"PC"
633.84,964,26,2,2.58,4.6,"Social_Media_Advertisement",4,54,"PC"
630.6,606,16,2.4,2.73,4,"Social_Media_Advertisement",4,48,"PC"
567.74,713,18,2.5,2.89,4.5,"Search_Engine",5,29,"PC"
553.65,953,23,2.7,5.07,4.9,"Search_Engine",3,56,"PC"
685.79,1204,27,3.6,2.72,4.9,"Social_Media_Advertisement",4,33,"PC"
521.83,439,13,2.9,2.59,3.9,"Social_Media_Advertisement",4,40,"PC"
473.48,818,20,2.8,3.98,3.5,"Search_Engine",4,32,"PC"
778.03,1265,28,2.9,2.51,3.6,"Social_Media_Advertisement",NA,48,"PC"
799.7,1234,27,3.3,1.84,4.3,"Search_Engine",5,47,"Mobile"
533.96,681,17,2.5,1.58,3.8,"Search_Engine",4,55,"Mobile"
656.64,807,19,1.7,3.03,4.7,"Social_Media_Advertisement",4,41,"PC"
613.5,484,12,2.8,3.46,4.9,"Social_Media_Advertisement",4,43,"PC"
657.9,759,18,2.4,3.62,4,"Social_Media_Advertisement",5,52,"PC"
465.32,347,9,2.6,1.95,3.3,"Search_Engine",4,33,"PC"
562.3,1200,29,1.7,3.47,4.6,NA,4,21,"PC"
411.46,949,25,1.3,4.12,4,"Search_Engine",NA,68,"PC"
513.64,824,20,2.4,3.48,2.9,"Search_Engine",4,37,"PC"
507.65,382,8,4.3,2.19,3.4,"Social_Media_Advertisement",5,54,"PC"
654.37,1525,37,2.3,2.79,3.3,NA,3,33,"Mobile"
697.68,1267,29,4,2.52,3.6,"Social_Media_Advertisement",4,37,"PC"
641.32,897,20,3.4,4.24,3.7,"Search_Engine",4,45,"PC"
613.07,937,23,3.9,4.78,4.8,"Search_Engine",NA,37,"Mobile"
734.08,1358,32,5.7,3.93,5,"Search_Engine",4,34,"PC"
525.26,666,17,5.4,3.11,4.6,"Social_Media_Advertisement",4,29,"PC"
514.62,517,13,1.9,3.44,3.8,"Search_Engine",5,49,"PC"
639.99,1121,26,2,3.16,3.5,"Search_Engine",4,37,"PC"
734.54,1037,24,2.6,2.72,4.2,"Friends_or_Family",4,42,"PC"
551.88,608,14,2.1,2.2,3.3,"Social_Media_Advertisement",NA,37,"Mobile"
693.77,1219,27,2,1.51,4.2,"Search_Engine",3,51,"Mobile"
748.96,1463,33,4.1,4.32,3.9,"Social_Media_Advertisement",4,30,"PC"
801.23,1409,33,2.6,3.65,3.6,"Friends_or_Family",4,37,"PC"
700.12,1225,26,4.3,5.37,3.7,"Search_Engine",3,44,"Mobile"
496.99,997,24,1.9,2.65,4.1,"Search_Engine",4,24,"PC"
723.2,1181,25,1.3,3.74,4.7,"Social_Media_Advertisement",4,53,"Mobile"
647.36,-999,-999,2.7,2.55,4.3,"Search_Engine",4,46,"Mobile"
643.19,985,24,2.1,3.23,3.7,NA,5,35,"PC"
546.42,584,12,1.8,3.37,4.1,"Search_Engine",5,50,"PC"
536.38,678,16,2.5,2.88,4.1,"Search_Engine",4,32,"PC"
765.18,1376,30,3.9,1.82,4.2,"Search_Engine",4,55,"PC"
593.24,890,18,3.7,1.78,3.3,"Search_Engine",4,44,"Mobile"
713.18,1461,35,3.1,5.38,2.7,"Search_Engine",4,48,"Mobile"
615.43,879,20,3.9,4.52,3.7,"Search_Engine",4,45,"PC"
605.71,560,14,2.8,2.34,4.5,"Social_Media_Advertisement",5,34,"PC"
559.62,589,12,4,1.53,3.8,"Social_Media_Advertisement",4,45,"PC"
630.89,969,26,3.1,2.54,4,"Friends_or_Family",3,54,"PC"
586.44,830,20,2.4,4.07,3,"Search_Engine",4,40,"PC"
514.03,502,13,3.6,1.2,4.2,"Search_Engine",4,33,"PC"
439.41,899,21,3,2.46,4.2,"Search_Engine",4,24,"PC"
651.14,913,22,4.9,1.84,3.9,"Social_Media_Advertisement",4,42,"PC"
620.3,955,23,2.7,2.97,3.8,"Social_Media_Advertisement",4,44,"PC"
618.44,883,22,4.6,3.25,4.2,"Search_Engine",4,56,"PC"
523.87,539,14,3.8,2.27,3.7,"Social_Media_Advertisement",4,42,"PC"
597.6,829,20,2,1.62,5,"Social_Media_Advertisement",5,45,"PC"
574.3,628,15,5.4,3.85,3.4,"Search_Engine",4,37,"PC"
823.66,1525,36,2.9,1.42,3.7,NA,4,45,"PC"
708.65,1203,27,5,3.85,3.7,"Search_Engine",4,37,"PC"
540.3,436,12,2.9,3.09,4.9,"Friends_or_Family",4,36,"PC"
605.84,1015,27,4.2,4.88,3.6,"Search_Engine",NA,49,"PC"
680.75,889,22,3.8,2.81,4,"Search_Engine",3,52,"Mobile"
714.54,878,19,3.4,2.56,4.4,"Search_Engine",NA,35,"PC"
496.95,180,2,2.8,3.65,4.2,"Search_Engine",5,47,"PC"
612.82,1150,29,2.3,3.86,2.9,"Other",4,37,"PC"
488.04,718,14,3.4,2.84,4.4,"Search_Engine",4,60,"PC"
548.04,552,15,3.8,2.1,4.6,"Social_Media_Advertisement",NA,47,"PC"
476.52,319,9,2.7,2.2,3.4,"Search_Engine",4,50,"PC"
579.48,808,19,2.6,3.89,3.8,"Search_Engine",NA,54,"PC"
434.37,842,18,4.6,3.68,3.7,"Social_Media_Advertisement",4,63,"Mobile"
579.67,788,18,2,2,4.4,"Search_Engine",5,44,"Mobile"
601.56,914,21,1.5,2.75,3.7,NA,4,50,"PC"
700.14,1237,29,4.4,2.22,3.9,"Social_Media_Advertisement",5,59,"PC"
565.5,779,17,2.9,4.06,3.4,"Social_Media_Advertisement",3,41,"PC"
418.84,930,21,4,1.9,4,"Search_Engine",4,67,"PC"
769.08,1330,32,2.4,2.84,4.4,"Search_Engine",3,49,"PC"
693.87,1047,24,1.7,4.78,3.4,"Social_Media_Advertisement",4,43,"Mobile"
614.86,900,21,3.7,2.31,4,"Social_Media_Advertisement",3,32,"PC"
547.68,711,16,2.3,3.03,3.4,"Search_Engine",4,48,"Mobile"
621.42,834,19,4.5,3.44,4.3,"Social_Media_Advertisement",4,42,"Mobile"
638.44,-999,-999,2.7,2.18,4.6,"Social_Media_Advertisement",4,44,"PC"
652.36,855,20,3.3,2.35,4.1,"Social_Media_Advertisement",4,45,"PC"
594.28,1000,25,2.6,1.36,3.6,"Search_Engine",5,46,"PC"
683,1087,26,4.3,3.56,4.3,"Search_Engine",3,50,"PC"
561.31,613,13,1.9,2.91,3.7,"Search_Engine",4,50,"Mobile"
455.11,336,9,3.8,2.92,3.2,NA,4,41,"Mobile"
684.42,935,23,1.7,1.92,3.7,"Search_Engine",4,42,"PC"
586.06,882,19,3.2,2.26,4.1,"Social_Media_Advertisement",NA,53,"Mobile"
650.98,1170,30,2.2,2.37,3.9,"Friends_or_Family",4,49,"PC"
739.74,1314,30,2.9,2.8,3.2,"Social_Media_Advertisement",5,45,"PC"
598.98,1335,32,1.5,2.52,3.5,"Search_Engine",5,60,"PC"
714.47,1072,23,3,4.51,3.5,"Social_Media_Advertisement",4,49,"PC"
483.78,370,7,2.8,3.86,4.4,"Social_Media_Advertisement",5,50,"PC"
626.1,1023,23,2.9,2.5,3.5,NA,4,51,"PC"
596.18,853,19,3.1,3.58,3.9,"Search_Engine",4,56,"PC"
608.05,688,19,2.9,3.43,5,"Search_Engine",4,46,"Mobile"
432.92,343,8,2.3,4.04,3.6,"Social_Media_Advertisement",NA,48,"PC"
